,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
2023,CHEMBL3754471,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,300.442,4.333400000000004,0.0,2.0,7.221125527997261
2024,CHEMBL4451962,C[C@@H]1CC2=CCCC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,active,286.459,5.154400000000005,0.0,1.0,6.3924377568164115
2025,CHEMBL3751881,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCCC=C12,active,286.459,5.154400000000005,0.0,1.0,6.769295686387431
2026,CHEMBL4460869,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CC[C@H]3O[C@H]3[C@H]12,active,302.45799999999997,4.221500000000003,0.0,2.0,6.756713853916554
2027,CHEMBL4564333,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC=C[C@H]12,active,286.45899999999995,5.010300000000005,0.0,1.0,6.251734427331259
2028,CHEMBL4575994,C=CC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,active,324.464,4.665600000000004,0.0,2.0,7.258848401148215
2029,CHEMBL4454575,C=CC[C@@H]1CC2=C(O)C(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,active,342.4790000000001,4.775300000000004,1.0,3.0,6.9582126810282485
2030,CHEMBL4520056,C=CC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCCC=C12,active,312.49700000000007,5.710600000000006,0.0,1.0,6.677573947594047
2031,CHEMBL4515880,C[C@]12CCC(=O)C=C1[C@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,302.41400000000004,3.058200000000001,1.0,3.0,6.0756690152913215
2032,CHEMBL4520027,C[C@]12CCC(=O)C=C1[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,302.41400000000004,3.058200000000001,1.0,3.0,6.055467979008019
2033,CHEMBL4583456,COc1ccc2c(c1)O[C@@H](c1ccccc1)C[C@@H]2n1ccnc1,active,306.365,4.004900000000003,0.0,4.0,7.040481623027001
2034,CHEMBL4540847,Oc1ccc2c(c1)O[C@@H](c1ccccc1)C[C@@H]2n1ccnc1,active,292.338,3.701900000000002,1.0,4.0,7.386158178123931
2035,CHEMBL4465348,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2F)n2cnnc2)cc1,active,388.384,1.3410800000000003,1.0,8.0,9.522878745280337
2036,CHEMBL1997442,COc1ccc2c(c1)C(N)=C(Cc1ccncc1)C2=O,active,266.29999999999995,2.199,1.0,4.0,6.999565922520682
2037,CHEMBL4520995,O=[N+]([O-])c1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,active,374.19800000000004,3.418700000000002,0.0,6.0,9.657577319177793
2038,CHEMBL4563511,O=[N+]([O-])c1cccc(CN(c2ccc([N+](=O)[O-])c(-c3ccccc3)c2)n2cnnc2)c1,active,416.39700000000005,4.231400000000004,0.0,8.0,7.70421305974839
2039,CHEMBL4546916,N#Cc1cccc(CN(c2ccc([N+](=O)[O-])c(-c3ccccc3)c2)n2cnnc2)c1,active,396.41,4.194880000000004,0.0,7.0,7.135073808460994
2040,CHEMBL4556775,O=[N+]([O-])c1ccc(N(Cc2cccc(C(F)(F)F)c2)n2cnnc2)cc1-c1ccccc1,active,439.3970000000001,5.342000000000004,0.0,6.0,7.756465898167938
2041,CHEMBL4560281,O=[N+]([O-])c1ccc(N(Cc2ccc(C(F)(F)F)cc2)n2cnnc2)cc1-c1ccccc1,active,439.39700000000005,5.342000000000004,0.0,6.0,7.834755673874689
2042,CHEMBL4592407,O=[N+]([O-])c1ccc(N(Cc2ccccc2)n2cnnc2)cc1-c1ccccc1,active,371.4000000000001,4.323200000000003,0.0,6.0,7.518700726667144
2043,CHEMBL4574913,O=[N+]([O-])c1ccc(N(Cc2ccc(Cl)cc2)n2cnnc2)cc1Br,active,408.64300000000003,4.0721000000000025,0.0,6.0,8.040005161671584
2044,CHEMBL4514474,O=[N+]([O-])c1ccc(N(Cc2cccc(C(F)(F)F)c2)n2cnnc2)cc1Br,active,442.19500000000005,4.437500000000002,0.0,6.0,7.757458571701616
2045,CHEMBL4526798,O=[N+]([O-])c1ccc(N(Cc2ccc(C(F)(F)F)cc2)n2cnnc2)cc1Br,active,442.195,4.437500000000002,0.0,6.0,7.3598168080786595
2046,CHEMBL4564168,N#Cc1ccccc1CN(c1ccc([N+](=O)[O-])c(Br)c1)n1cnnc1,active,399.208,3.2903800000000016,0.0,7.0,7.229516190568892
2047,CHEMBL4568674,N#Cc1cccc(CN(c2ccc([N+](=O)[O-])c(Br)c2)n2cnnc2)c1,active,399.208,3.2903800000000025,0.0,7.0,7.238974748288627
2048,CHEMBL4575939,O=[N+]([O-])c1cccc(CN(c2ccc([N+](=O)[O-])c(Br)c2)n2cnnc2)c1,active,419.195,3.326900000000002,0.0,8.0,7.912928794093465
2049,CHEMBL4536893,O=[N+]([O-])c1ccc(N(Cc2ccccc2)n2cnnc2)cc1Br,active,374.19800000000004,3.418700000000002,0.0,6.0,7.399353764337605
2050,CHEMBL4547558,O=[N+]([O-])c1ccc(Nn2cnnc2)cc1Br,active,284.073,1.8239999999999998,1.0,6.0,7.041770685811618
2053,CHEMBL4632445,CCC#CCOc1ccc2c(=O)c3ccc(Cn4ccnc4)cc3oc2c1,active,358.39700000000005,3.9832000000000036,0.0,5.0,6.1134528766088945
2054,CHEMBL4763409,N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,inactive,327.38300000000004,4.970580000000004,2.0,3.0,4.8927866374397455
2055,CHEMBL4777271,Oc1ccc(C(=C(Cn2ccnc2)c2ccccc2)c2ccc(O)cc2)cc1,active,368.43600000000015,4.953600000000003,2.0,4.0,8.312471038785366
2056,CHEMBL4797578,Oc1ccc(C(=C(Cn2cncn2)c2ccccc2)c2ccc(O)cc2)cc1,active,369.42400000000015,4.348600000000003,2.0,5.0,6.862962545210487
2057,CHEMBL4747849,N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)cc1,inactive,343.38200000000006,4.676180000000004,3.0,4.0,4.818153554864087
2058,CHEMBL4780337,Oc1ccc(C(Cn2ccnc2)=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,active,384.4350000000001,4.659200000000004,3.0,5.0,7.221125527997261
2060,CHEMBL4749692,Oc1ccc(C(Cn2cnnc2)=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,inactive,385.4230000000001,4.0542000000000025,3.0,6.0,4.903086512649986
2061,CHEMBL4743255,N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)c(F)c1,inactive,361.37200000000007,4.815280000000005,3.0,4.0,4.764469028131873
2062,CHEMBL4753594,Oc1ccc(C(=C(Cn2ccnc2)c2ccc(O)c(F)c2)c2ccc(O)cc2)cc1,active,402.4250000000001,4.798300000000004,3.0,5.0,7.024568191490737
2064,CHEMBL4752568,Oc1ccc(C(=C(Cn2cnnc2)c2ccc(O)c(F)c2)c2ccc(O)cc2)cc1,inactive,403.4130000000001,4.1933000000000025,3.0,6.0,4.847708597215868
2065,CHEMBL4760286,N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(N)cc1,active,342.3980000000001,4.552780000000003,3.0,4.0,7.438898616350944
2066,CHEMBL4755831,Nc1ccc(C(Cn2ccnc2)=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,active,383.45100000000014,4.535800000000004,3.0,5.0,8.272458742971443
2067,CHEMBL4750835,Nc1ccc(C(Cn2cncn2)=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,active,384.4390000000001,3.9308000000000014,3.0,6.0,6.982549270489464
2068,CHEMBL4745681,Nc1ccc(C(Cn2cnnc2)=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,active,384.4390000000001,3.9308000000000014,3.0,6.0,7.749579997691106
2069,CHEMBL4778401,Oc1ccc(C(=C(Cn2ccnc2)c2cccc(O)c2)c2ccc(O)cc2)cc1,active,384.4350000000001,4.659200000000005,3.0,5.0,7.218244625347531
2070,CHEMBL4761359,Nc1cccc(C(Cn2ccnc2)=C(c2ccc(O)cc2)c2ccc(O)cc2)c1,active,383.45100000000014,4.535800000000004,3.0,5.0,6.357436562895612
2071,CHEMBL4858552,O=C(NCc1ccccc1)OC(Cn1ccnc1)c1ccccc1,active,321.38000000000005,3.5508000000000024,1.0,4.0,6.08613318810376
2072,CHEMBL4874326,O=C(Nc1ccc(Cl)cc1)OC(COc1ccccc1)Cn1ccnc1,active,371.82400000000007,4.232800000000003,1.0,5.0,6.065451052333853
2076,CHEMBL69011,Nc1ccc(/C=C/c2ccccc2)cc1,inactive,195.26500000000001,3.4392000000000023,1.0,1.0,4.657575345116453
2078,CHEMBL4866633,C[C@H]1C[C@]2(O)O[C@@]1(C)C=C1CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]12,inactive,304.474,4.672700000000004,1.0,2.0,4.928114312247758
2079,CHEMBL4859743,C[C@@H]1O[C@]2(C(C)(C)O)C=C3CC[C@H]4C(C)(C)CCC[C@]4(C)[C@@]31OO2,inactive,336.47200000000004,4.125700000000004,1.0,4.0,4.970612163506823
2080,CHEMBL4863718,C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,inactive,272.476,6.141500000000006,0.0,0.0,4.982962484812816
2084,CHEMBL5077976,CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1cccnc1,inactive,303.361,4.471800000000003,2.0,3.0,4.999995657076895
2085,CHEMBL5075144,CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1c[nH]cn1,active,306.36499999999995,4.190000000000003,3.0,3.0,6.021317434843056
2086,CHEMBL5082681,CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1c[nH]cn1,active,292.33799999999997,3.799900000000002,3.0,3.0,6.224680878170522
2087,CHEMBL5080066,CCC(Cc1cccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,active,331.415,4.947400000000005,2.0,3.0,7.636388020107856
2088,CHEMBL5069811,CC(Cc1cccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,active,317.38800000000003,4.557300000000005,2.0,3.0,6.064946410768935
2089,CHEMBL5072101,CCC(Cn1ccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,active,320.392,4.206400000000003,2.0,4.0,7.454692883534176
2091,CHEMBL5092560,CCC(CCc1cccnc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,active,345.44200000000006,5.337500000000006,2.0,3.0,6.045709238298873
2093,CHEMBL5074047,CCC(CCc1c[nH]cn1)=C(c1ccc(O)cc1)c1ccc(O)cc1,active,334.41900000000004,4.665600000000005,3.0,3.0,7.283162276700476
2094,CHEMBL5081446,CC(CCc1c[nH]cn1)=C(c1ccc(O)cc1)c1ccc(O)cc1,active,320.39200000000005,4.275500000000004,3.0,3.0,7.199970640755866
2095,CHEMBL5195433,Cc1c(-c2nocc2C(=O)SC#N)c(=O)n(-c2ccccc2)n1C,active,340.36400000000003,2.4939,0.0,8.0,8.619788758288394
2096,CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,active,130.078,-0.7977000000000001,2.0,2.0,6.200590520384873
2097,CHEMBL16782,COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,active,252.269,3.468600000000002,0.0,3.0,6.292344676468813
2098,CHEMBL5205534,CCC#CCOc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,active,391.85800000000006,5.107600000000004,0.0,5.0,8.543633966870956
2099,CHEMBL5178202,Oc1ccc2oc(C(c3ccc(Cl)cc3)n3cncn3)cc2c1,active,325.75500000000005,4.0210000000000035,1.0,5.0,8.238824186844269
2100,CHEMBL5186519,COc1ccc2oc(C(c3ccc(Cl)cc3)n3cncn3)cc2c1,active,339.78200000000004,4.324000000000003,0.0,5.0,8.675717544702307
2101,CHEMBL5204674,CCC#CCOc1ccc2oc(C(c3ccc(Cl)cc3)n3cncn3)cc2c1,active,391.85800000000006,5.107600000000004,0.0,5.0,7.674689628288939
2102,CHEMBL5175025,Oc1ccc(C(c2cc3cc(Cl)ccc3o2)n2cncn2)cc1,active,325.755,4.021000000000003,1.0,5.0,7.517841304588724
2103,CHEMBL5185187,COc1ccc(C(c2cc3cc(Cl)ccc3o2)n2cncn2)cc1,active,339.782,4.324000000000003,0.0,5.0,5.999956572723137
2104,CHEMBL5177518,CCC#CCOc1ccc(C(c2cc3cc(Cl)ccc3o2)n2cncn2)cc1,active,391.85800000000006,5.107600000000004,0.0,5.0,5.999956572723137
2105,CHEMBL5184004,CCOc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,active,353.8090000000001,4.714100000000003,0.0,5.0,9.2518119729938
2106,CHEMBL5197552,C#CCOc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,active,363.80400000000003,4.327400000000003,0.0,5.0,8.94692155651658
2107,CHEMBL5174567,CC#CCOc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,active,377.8310000000001,4.717500000000003,0.0,5.0,9.200659450546418
2108,CHEMBL5175340,Oc1ccc2cc(C(c3ccc(F)cc3)n3cncn3)oc2c1,active,309.30000000000007,3.506700000000002,1.0,5.0,9.309803919971486
2109,CHEMBL5173597,CC#CCOc1ccc2cc(C(c3ccc(F)cc3)n3cncn3)oc2c1,active,361.37600000000003,4.203200000000003,0.0,5.0,8.3767507096021
2110,CHEMBL5177269,CCC#CCOc1ccc2cc(C(c3ccc(F)cc3)n3cncn3)oc2c1,active,375.403,4.593300000000004,0.0,5.0,9.214670164989233
2111,CHEMBL5203413,CC#CCOc1ccc2cc(C(c3ccc(C#N)cc3)n3cncn3)oc2c1,active,368.3960000000001,3.935780000000002,0.0,6.0,9.721246399047171
2112,CHEMBL5179009,CCC#CCOc1ccc2cc(C(c3ccc(C#N)cc3)n3cncn3)oc2c1,active,382.42300000000006,4.325880000000003,0.0,6.0,9.086186147616283
2113,CHEMBL5184829,O=C(Nc1ccc2[nH]ncc2c1)[C@]12ON=C(c3cccnc3)[C@H]1[C@@H]1CC[C@H]2C1,inactive,373.41600000000017,3.115800000000002,2.0,5.0,4.999995657076895
2114,CHEMBL5176279,CCOC(=O)Cc1csc(N/N=C/c2ccc3cc(OC)ccc3c2)n1,active,369.44600000000014,3.8565000000000023,1.0,7.0,7.507239610973162
2115,CHEMBL5177928,COc1ccc2cc(/C=N/NC3=NC(=O)CS3)ccc2c1,active,299.355,2.4013,1.0,5.0,7.375717904164332
2116,CHEMBL5271052,COc1ccc2cc(C(O)(c3ccc(Br)cc3)c3cccnc3)oc2c1,active,410.2670000000001,4.883100000000003,1.0,4.0,9.301029995663981
2117,CHEMBL5278036,COc1ccc2cc(C(O)(c3cccnc3)c3ccc(Cl)cc3Cl)oc2c1,active,400.26100000000014,5.427400000000003,1.0,4.0,8.698970004336019
2118,CHEMBL5270023,CC#CCOc1ccc2cc(C(O)(c3ccc(F)cc3)c3cccnc3)oc2c1,active,387.4100000000001,4.6532000000000036,1.0,4.0,7.995678626217358
2119,CHEMBL5272700,CC#CCOc1ccc2cc(C(O)(c3ccc(Cl)cc3)c3cccnc3)oc2c1,active,403.86500000000007,5.167500000000005,1.0,4.0,8.939302159646388
2120,CHEMBL5283822,CC#CCOc1ccc2cc(C(O)(c3ccc(Br)cc3)c3cccnc3)oc2c1,active,448.3160000000001,5.276600000000005,1.0,4.0,9.031517051446064
2121,CHEMBL5287457,CC#CCOc1ccc2cc(C(O)(c3cccnc3)c3ccc(Cl)cc3Cl)oc2c1,active,438.3100000000001,5.8209000000000035,1.0,4.0,7.995678626217358
2122,CHEMBL5274335,CCC#CCOc1ccc2cc(C(O)(c3ccc(F)cc3)c3cccnc3)oc2c1,active,401.43700000000007,5.043300000000004,1.0,4.0,7.995678626217358
2123,CHEMBL5280326,CCC#CCOc1ccc2cc(C(O)(c3ccc(Cl)cc3)c3cccnc3)oc2c1,active,417.8920000000001,5.557600000000005,1.0,4.0,8.991399828238082
2124,CHEMBL5277776,CCC#CCOc1ccc2cc(C(O)(c3ccc(Br)cc3)c3cccnc3)oc2c1,active,462.3430000000001,5.666700000000005,1.0,4.0,8.301029995663981
2125,CHEMBL5265932,CCC#CCOc1ccc2cc(C(O)(c3cccnc3)c3ccc(Cl)cc3Cl)oc2c1,active,452.33700000000016,6.211000000000004,1.0,4.0,7.995678626217358
2126,CHEMBL5281972,Cc1c(-c2nocc2SC#N)c(=O)n(-c2ccccc2)n1C,active,312.35400000000004,2.7126,0.0,7.0,8.619788758288394
2127,CHEMBL5271636,Cc1c(-c2csc(Cl)n2)c(=O)n(-c2ccccc2)n1C,active,305.79,3.2613200000000013,0.0,5.0,8.468521082957745
2128,CHEMBL296411,COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,inactive,270.328,3.882800000000003,0.0,3.0,4.8664578982997435
2130,CHEMBL3132924,COc1ccccc1/C=C/c1ccc(OC)c(OC)c1,inactive,270.328,3.882800000000003,0.0,3.0,4.0705805633513235
2131,CHEMBL5268471,C[C@@H]1C[C@@]2(C=O)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,314.42500000000007,3.512400000000002,0.0,3.0,4.920996489142025
2132,CHEMBL5286895,C[C@@H]1C[C@@]2(CO)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,316.44100000000003,3.3058000000000023,1.0,3.0,4.958995984863926
2133,CHEMBL5270517,CC1(C)C[C@@]2(C=O)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,328.45200000000006,3.9025000000000034,0.0,3.0,6.2219283775708245
2135,CHEMBL3754174,CCO[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,330.4680000000001,4.102400000000004,0.0,3.0,4.927996186494276
2136,CHEMBL3751945,CO[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,316.4410000000001,3.7123000000000026,0.0,3.0,4.927996186494276
2137,CHEMBL3752976,C[C@]12C[C@@H](O)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,302.41400000000004,3.058200000000002,1.0,3.0,4.814997294455045
2140,CHEMBL3754505,C[C@]12CCC(=O)C=C1C=C(Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,374.5240000000003,5.4763000000000055,0.0,2.0,6.2219283775708245
2141,CHEMBL5290960,C[C@]12CCC(=O)C=C1C=C(Cc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,389.53900000000027,5.058500000000004,1.0,3.0,6.309910290829324
2142,CHEMBL5269293,C[C@]12CCC(=O)C=C1C=C(Cc1ccc([N+](=O)[O-])cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,419.52100000000024,5.384500000000005,0.0,4.0,6.031951563220082
2143,CHEMBL3753089,C[C@]12CCC(=O)C=C1C=C(CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,388.5510000000003,5.866400000000006,0.0,2.0,6.17993653799046
2146,CHEMBL3754054,C[C@]12C=CC(=O)C=C1C=C(CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,386.53500000000025,5.642400000000006,0.0,2.0,6.763739928999171
2147,CHEMBL3752591,C[C@]12C=CC(=O)C=C1C[C@@H](Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,374.5240000000003,5.332200000000006,0.0,2.0,6.634811631872901
2148,CHEMBL3754259,C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,388.5510000000003,5.722300000000006,0.0,2.0,7.774432286560529
2149,CHEMBL3753447,C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,402.57800000000026,6.112400000000006,0.0,2.0,8.108406795651035
2150,CHEMBL3752221,C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccc([N+](=O)[O-])cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,433.5480000000003,5.630500000000006,0.0,4.0,7.824198367151721
2151,CHEMBL3753373,C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccc([N+](=O)[O-])cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,447.5750000000003,6.020600000000006,0.0,4.0,7.885722703438414
2152,CHEMBL3754055,C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,403.56600000000026,5.304500000000004,1.0,3.0,7.7256112044496215
2153,CHEMBL5266491,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,active,300.398,3.893200000000003,1.0,3.0,6.455869918012035
2157,CHEMBL5268776,C[C@]12CCC(=O)C(SCCl)=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,active,364.93800000000016,5.264700000000005,0.0,3.0,6.065951225767707
2159,CHEMBL5267848,COCSC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1=O,inactive,362.53500000000014,4.752200000000005,0.0,4.0,4.999995657076895
2162,CHEMBL5278342,CCC(=O)O[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,358.4780000000001,4.0191000000000034,0.0,4.0,6.677801386448108
2163,CHEMBL5273888,CCCC(=O)O[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,372.5050000000001,4.409200000000004,0.0,4.0,6.698774615778292
2164,CHEMBL5270074,CCCCC(=O)O[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,386.53200000000015,4.799300000000005,0.0,4.0,6.853685877988028
2165,CHEMBL3752998,CCCCCC(=O)O[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,400.55900000000025,5.189400000000005,0.0,4.0,7.055517327849832
2166,CHEMBL5290133,CCCCCCC(=O)O[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,414.5860000000003,5.579500000000007,0.0,4.0,7.021545566634772
2167,CHEMBL5272287,CCCCCCCC(=O)O[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,428.6130000000003,5.969600000000007,0.0,4.0,6.823706117461233
2168,CHEMBL5268139,C[C@]12CCC(=O)C=C1[C@@H](Oc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,378.5120000000003,5.144900000000005,0.0,3.0,6.999565922520682
2169,CHEMBL5282019,CC(=O)O[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,inactive,344.45100000000014,3.629000000000003,0.0,4.0,4.698997800072334
2173,CHEMBL5275417,CCCCCC(=O)O[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,400.55900000000025,5.189400000000005,0.0,4.0,6.2759208365920065
2176,CHEMBL5281249,C[C@]12CCC(=O)C=C1[C@H](Oc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,378.5120000000003,5.144900000000005,0.0,3.0,4.637998078494324
2177,CHEMBL5269898,CO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,316.44100000000003,3.7123000000000026,0.0,3.0,6.769755500598625
2178,CHEMBL5270764,CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,330.46800000000013,4.102400000000004,0.0,3.0,6.300917093775296
2179,CHEMBL5279458,CCCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,344.4950000000001,4.492500000000004,0.0,3.0,6.259921669057775
2180,CHEMBL5291406,CCCCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,358.5220000000001,4.882600000000005,0.0,3.0,6.376895498562235
2181,CHEMBL5280059,C[C@]12CCC(=O)C=C1[C@H](OCc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,392.53900000000027,5.2827000000000055,0.0,3.0,7.070478899368896
2182,CHEMBL5275053,CO[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,316.44100000000003,3.7123000000000026,0.0,3.0,6.267920010622488
2185,CHEMBL5290320,CCCCO[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,active,358.5220000000001,4.882600000000005,0.0,3.0,6.107944374204321
2188,CHEMBL5286772,CCCCCC(=O)O[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,active,398.5430000000002,4.965400000000005,0.0,4.0,6.677801386448108
2189,CHEMBL5289279,C[C@]12C=CC(=O)C=C1[C@@H](Oc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,376.49600000000027,4.920900000000005,0.0,3.0,6.2759208365920065
2192,CHEMBL5270927,C[C@]12C=CC(=O)C=C1[C@H](Oc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,376.49600000000027,4.920900000000005,0.0,3.0,4.795997292687073
2193,CHEMBL5283868,CCCCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,active,356.50600000000003,4.658600000000004,0.0,3.0,6.336902418608619
2194,CHEMBL5267234,C[C@]12C=CC(=O)C=C1[C@H](OCc1ccccc1)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,390.52300000000025,5.058700000000004,0.0,3.0,6.823706117461233
2195,CHEMBL5289646,CO[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,active,314.425,3.4883000000000024,0.0,3.0,6.356902800805009
